nse_symbol,company_name,listing_date,issue_price,listing_price,pop_pct,close_6mo,close_1yr,close_2yr,close_3yr,return_6mo,return_1yr,return_2yr,return_3yr,cagr_6mo,cagr_1yr,cagr_2yr,cagr_3yr,nifty_close_6mo,nifty_close_1yr,nifty_close_2yr,nifty_close_3yr,nifty_close_listing,nifty_return_6mo,relative_return_6mo,nifty_return_1yr,relative_return_1yr,nifty_return_2yr,relative_return_2yr,nifty_return_3yr,relative_return_3yr,nifty_cagr_6mo,relative_cagr_6mo,nifty_cagr_1yr,relative_cagr_1yr,nifty_cagr_2yr,relative_cagr_2yr,nifty_cagr_3yr,relative_cagr_3yr
SUDEEPPHRM,Sudeep Pharma Ltd,2025-11-28,593,733.95,23.768971332209112,742.1500244140625,,,,1.1172456453521975,,,,2.2469736690249986,,,,23547.75,,,,26202.94921875,-10.133207512572758,11.250453157924955,,,,,,,-19.239596080216913,21.486569749241912,,,,,,
EXCELSOFT,Excelsoft Technolo...,2025-11-26,120,135.0,12.5,87.43000030517578,,,,-35.237036810980904,,,,-58.05758598977757,,,,23907.150390625,,,,26205.30078125,-8.769792073019577,-26.467244737961327,,,,,,,-16.770491615999184,-41.28709437377839,,,,,,
CAPILLARY,Capillary Technolo...,2025-11-21,577,560.0,-2.946273830155979,516.2999877929688,,,,-7.803573608398437,,,,-14.998189606179956,,,,23719.30078125,,,,26068.150390625,-9.01041912900628,1.2068455206078434,,,,,,,-17.208961729208927,2.2107721230289705,,,,,,
UTLSOLAR,Fujiyama Power Sys...,2025-11-20,228,218.4,-4.210526315789472,264.5,,,,21.108058608058606,,,,46.67161859812956,,,,23654.69921875,,,,26192.150390625,-9.687830644036138,30.795889252094746,,,,,,,-18.437120662197025,65.10873926032659,,,,,,
TENNIND,Tenneco Clean Air ...,2025-11-19,397,498.0,25.440806045340054,597.7000122070312,,,,20.020082772496234,,,,44.04820268716847,,,,23659.0,,,,26052.650390625,-9.187742339974557,29.207825112470793,,,,,,,-17.531338586891508,61.57954127405998,,,,,,
PWL,Physicswallah Ltd,2025-11-18,109,143.1,31.284403669724764,113.33999633789062,,,,-20.796648261432125,,,,-37.268290733766975,,,,23618.0,,,,25910.05078125,-8.84618405653091,-11.950464204901214,,,,,,,-16.90981838944161,-20.358472344325364,,,,,,
EMMVEE,Emmvee Photovoltai...,2025-11-18,217,217.0,0.0,260.1499938964844,,,,19.884789814048098,,,,43.72362828758494,,,,23618.0,,,,25910.05078125,-8.84618405653091,28.730973870579007,,,,,,,-16.90981838944161,60.63344667702655,,,,,,
PINELABS,Pine Labs Ltd,2025-11-14,221,242.0,9.502262443438914,152.47999572753906,,,,-36.99173730266981,,,,-60.29958831864229,,,,23643.5,,,,25910.05078125,-8.747766650037622,-28.24397065263219,,,,,,,-16.730299086440148,-43.569289232202145,,,,,,
GROWW,Billionbrains Gara...,2025-11-12,100,114.0,14.000000000000002,188.41000366210935,,,,65.27193303693802,,,,173.14811849766124,,,,23412.599609375,,,,25875.80078125,-9.519323450889578,74.7912564878276,,,,,,,-18.132471712152597,191.28059020981385,,,,,,
LENSKART,Lenskart Solutions...,2025-11-10,402,390.0,-2.9850746268656714,489.8500061035156,,,,25.60256566756811,,,,57.7600450227576,,,,23815.849609375,,,,25574.349609375,-6.876030189856215,32.478595857424324,,,,,,,-13.279262467994302,71.03930749075191,,,,,,
STUDDS,Studds Accessories...,2025-11-07,585,570.0,-2.564102564102564,466.4500122070313,,,,-18.166664525082226,,,,-33.03305205049565,,,,24176.150390625,,,,25492.30078125,-5.162932925979949,-13.003731599102277,,,,,,,-10.059307087978208,-22.97374496251744,,,,,,
ORKLAINDIA,Orkla India Ltd,2025-11-06,730,751.5,2.945205479452055,644.0499877929688,,,,-14.298072149970892,,,,-26.551795627884044,,,,24326.650390625,,,,25509.69921875,-4.637643188107219,-9.660428961863673,,,,,,,-9.060209032812471,-17.491586595071574,,,,,,
MIDWESTLTD,Midwest Ltd,2025-10-24,1065,1165.1,9.399061032863841,1277.0,,,,9.604325808943447,,,,20.131082360330254,,,,23897.94921875,,,,25795.150390625,-7.354875405434812,16.959201214378258,,,,,,,-14.168808888574924,34.299891248905176,,,,,,
CANHLIFE,Canara HSBC Life I...,2025-10-17,106,106.0,0.0,149.72999572753906,,,,41.25471295050855,,,,99.52893930730569,,,,24353.55078125,,,,25709.849609375,-5.27540553030085,46.5301184808094,,,,,,,-10.272512025510405,109.8014513328161,,,,,,
CRAMC,Canara Robeco Asse...,2025-10-16,266,280.25,5.357142857142857,268.6000061035156,,,,-4.157000498299509,,,,-8.141194465170399,,,,24196.75,,,,25585.30078125,-5.427142690726502,1.2701421924269924,,,,,,,-10.559746603597953,2.418552138427554,,,,,,
RUBICON,Rubicon Research L...,2025-10-16,485,620.1,27.855670103092788,870.5999755859375,,,,40.39670627091396,,,,97.11235131721293,,,,24196.75,,,,25585.30078125,-5.427142690726502,45.823848961640465,,,,,,,-10.559746603597953,107.67209792081088,,,,,,
LGEINDIA,LG Electronics Ind...,2025-10-14,1140,1715.0,50.43859649122807,1534.199951171875,,,,-10.542276899599125,,,,-19.973157776920036,,,,24231.30078125,,,,25145.5,-3.635637464953968,-6.906639434645157,,,,,,,-7.13909633214217,-12.834061444777866,,,,,,
TATACAP,Tata Capital Ltd,2025-10-13,326,330.0,1.2269938650306749,321.6499938964844,,,,-2.5303048798532197,,,,-4.996585331856352,,,,23842.650390625,,,,25227.349609375,-5.488881076256292,2.9585761964030723,,,,,,,-10.67648399781974,5.679898665963389,,,,,,
WEWORK,Wework India Manag...,2025-10-10,648,650.0,0.30864197530864196,479.6000061035156,,,,-26.21538367638221,,,,-45.55830393976515,,,,24050.599609375,,,,25285.349609375,-4.8832625179214215,-21.332121158460787,,,,,,,-9.528062507653468,-36.03024143211169,,,,,,
ADVANCE,Advance Agrolife L...,2025-10-08,100,113.0,13.0,101.20999908447266,,,,-10.43362912878526,,,,-19.778652089600158,,,,23997.349609375,,,,25046.150390625,-4.187472984441456,-6.246156144343804,,,,,,,-8.199596668928633,-11.579055420671525,,,,,,
FABTECH,Fabtech Technologi...,2025-10-07,191,191.0,0.0,147.80999755859375,,,,-22.612566723249344,,,,-40.11185170836467,,,,23123.650390625,,,,25108.30078125,-7.90435962957345,-14.708207093675895,,,,,,,-15.1839302476106,-24.927921460754067,,,,,,
GLOTTIS,Glottis Ltd,2025-10-07,129,88.0,-31.782945736434108,45.459999084472656,,,,-48.34091013128107,,,,-73.31338433935622,,,,23123.650390625,,,,25108.30078125,-7.90435962957345,-40.43655050170762,,,,,,,-15.1839302476106,-58.129454091745615,,,,,,
OMFREIGHT,Om Freight Forward...,2025-10-08,135,82.5,-38.88888888888889,79.69999694824219,,,,-3.393943093039773,,,,-6.672697688891627,,,,23997.349609375,,,,25046.150390625,-4.187472984441456,0.7935298914016831,,,,,,,-8.199596668928633,1.5268989800370063,,,,,,
PACEDIGITK,Pace Digitek Ltd,2025-10-06,219,226.85,3.584474885844746,151.74000549316406,,,,-33.10998214980645,,,,-55.257255120007876,,,,22968.25,,,,25077.650390625,-8.411475388513972,-24.698506761292478,,,,,,,-16.115421594912192,-39.141833525095684,,,,,,
JKIPL,Jinkushal Industri...,2025-10-03,121,125.0,3.3057851239669422,56.970001220703125,,,,-54.423999023437496,,,,-79.22828134984374,,,,22713.099609375,,,,24894.25,-8.761663398676403,-45.66233562476109,,,,,,,-16.75565934223574,-62.472622007607995,,,,,,
TRUALT,TruAlt Bioenergy L...,2025-10-03,496,550.0,10.887096774193548,414.2000122070313,,,,-24.690906871448853,,,,-43.28540492155209,,,,22713.099609375,,,,24894.25,-8.761663398676403,-15.92924347277245,,,,,,,-16.75565934223574,-26.52974557931635,,,,,,
JAINREC,Jain Resource Recy...,2025-10-01,232,265.25,14.331896551724139,464.7000122070313,,,,75.19321855118993,,,,206.92663826325006,,,,22679.400390625,,,,24836.30078125,-8.684467182219574,83.8776857334095,,,,,,,-16.61473466204867,223.54137292529873,,,,,,
EPACKPEB,EPack Prefab Techn...,2025-10-01,204,186.1,-8.774509803921571,138.77000427246094,,,,-25.43256084231008,,,,-44.39697017464213,,,,22679.400390625,,,,24836.30078125,-8.684467182219574,-16.748093660090507,,,,,,,-16.61473466204867,-27.78223551259346,,,,,,
BMWVENTLTD,BMW Ventures Ltd,2025-10-01,99,80.0,-19.19191919191919,51.970001220703125,,,,-35.037498474121094,,,,-57.798733955001815,,,,22679.400390625,,,,24836.30078125,-8.684467182219574,-26.35303129190152,,,,,,,-16.61473466204867,-41.183999292953146,,,,,,
ARSSBL,Anand Rathi Share ...,2025-09-30,414,432.1,4.3719806763285085,446.1755065917969,,,,3.2574650756299124,,,,6.62104093844933,,,,22679.400390625,,,,24611.099609375,-7.848894398908395,11.106359474538307,,,,,,,-15.08173736496462,21.70277830341395,,,,,,
STYL,Seshaasai Technolo...,2025-09-30,423,436.0,3.0732860520094563,224.6999969482422,,,,-48.46330345223803,,,,-73.43968908943899,,,,22679.400390625,,,,24611.099609375,-7.848894398908395,-40.61440905332964,,,,,,,-15.08173736496462,-58.35795172447436,,,,,,
SOLARWORLD,Solarworld Energy ...,2025-09-30,351,389.0,10.826210826210826,165.8800048828125,,,,-57.35732522292738,,,,-81.81602287856815,,,,22679.400390625,,,,24611.099609375,-7.848894398908395,-49.50843082401899,,,,,,,-15.08173736496462,-66.73428551360352,,,,,,
JARO,Jaro Institute of ...,2025-09-30,890,890.0,0.0,421.8500061035156,,,,-52.60112290971735,,,,-77.53346450580278,,,,22679.400390625,,,,24611.099609375,-7.848894398908395,-44.752228510808955,,,,,,,-15.08173736496462,-62.45172714083816,,,,,,
ATLANTAELE,Atlanta Electrical...,2025-09-29,754,858.1,13.80636604774536,1202.550048828125,,,,40.14101489664666,,,,96.3950405626214,,,,22331.400390625,,,,24634.900390625,-9.350555364439852,49.49157026108651,,,,,,,-17.82678187264515,114.22182243526655,,,,,,
GANESHCP,Ganesh Consumer Pr...,2025-09-29,322,295.0,-8.385093167701864,170.3800048828125,,,,-42.24406614141949,,,,-66.64252104123274,,,,22331.400390625,,,,24634.900390625,-9.350555364439852,-32.89351077697964,,,,,,,-17.82678187264515,-48.81573916858759,,,,,,
GKENERGY,GK Energy Ltd,2025-09-26,153,165.0,7.8431372549019605,94.91000366210938,,,,-42.47878565932765,,,,-66.91309900774431,,,,22819.599609375,,,,24654.69921875,-7.443204206601714,-35.035581452725935,,,,,,,-14.332395524591702,-52.580703483152604,,,,,,
SAATVIKGL,Saatvik Green Ener...,2025-09-26,465,460.0,-1.0752688172043012,383.6000061035156,,,,-16.60869432532269,,,,-30.458901378725322,,,,22819.599609375,,,,24654.69921875,-7.443204206601714,-9.165490118720978,,,,,,,-14.332395524591702,-16.12650585413362,,,,,,
IVALUE,Ivalue Infosolutio...,2025-09-25,299,285.0,-4.682274247491638,222.3999938964844,,,,-21.964914422286174,,,,-39.1052541887888,,,,22819.599609375,,,,24890.849609375,-8.321331061435023,-13.643583360851151,,,,,,,-15.95021661653001,-23.155037572258788,,,,,,
VMSTMT,VMS TMT Ltd,2025-09-24,99,105.0,6.0606060606060606,39.58000183105469,,,,-62.304760160900294,,,,-85.7906889347275,,,,23306.44921875,,,,25056.900390625,-6.98590465934058,-55.31885550155971,,,,,,,-13.483780679587198,-72.3069082551403,,,,,,
EUROPRATIK,Euro Pratik Sales ...,2025-09-23,247,273.45,10.708502024291493,224.0068359375,,,,-18.081244857377946,,,,-32.893175558831324,,,,22912.400390625,,,,25169.5,-8.967598122231273,-9.113646735146673,,,,,,,-17.13101808364408,-15.762157475187244,,,,,,
DEVX,Dev Accelerator Lt...,2025-09-17,61,61.3,0.49180327868852,40.040000915527344,,,,-34.68189083927024,,,,-57.3354461566699,,,,23777.80078125,,,,25330.25,-6.128834965110885,-28.553055874159355,,,,,,,-11.882043749926108,-45.45340240674379,,,,,,
SHRINGARMS,Shringar House of ...,2025-09-17,165,187.7,13.757575757575752,202.19000244140625,,,,7.719766884073661,,,,16.03548177559171,,,,23777.80078125,,,,25330.25,-6.128834965110885,13.848601849184547,,,,,,,-11.882043749926108,27.917525525517817,,,,,,
URBANCO,Urban Company Ltd,2025-09-17,103,161.0,56.310679611650485,121.16999816894533,,,,-24.739131572083647,,,,-43.35801683475864,,,,23777.80078125,,,,25330.25,-6.128834965110885,-18.61029660697276,,,,,,,-11.882043749926108,-31.47597308483253,,,,,,
AMANTA,Amanta Healthcare ...,2025-09-09,126,134.0,6.349206349206349,96.88999938964844,,,,-27.69403030623251,,,,-47.718467466439776,,,,24261.599609375,,,,24868.599609375,-2.440829035548798,-25.25320127068371,,,,,,,-4.822081607289819,-42.89638585914996,,,,,,
AHCL,Anlon Healthcare L...,2025-09-03,91,91.0,0.0,10.83199977874756,,,,-88.09670353983785,,,,-98.5831153338149,,,,24480.5,,,,24715.05078125,-0.9490200255948544,-87.147683514243,,,,,,,-1.8890336610998926,-96.69408167271501,,,,,,
VIKRAN,Vikran Engineering...,2025-09-03,97,99.7,2.7835051546391782,63.29999923706055,,,,-36.50952935099243,,,,-59.68960136767508,,,,24480.5,,,,24715.05078125,-0.9490200255948544,-35.560509325397575,,,,,,,-1.8890336610998926,-57.80056770657519,,,,,,
MEIL,Mangal Electrical ...,2025-08-28,561,558.0,-0.53475935828877,239.1999969482422,,,,-57.1326170343652,,,,-81.62387477677603,,,,25496.55078125,,,,24500.900390625,4.063729800746321,-61.19634683511152,,,,,,,8.29259860042737,-89.9164733772034,,,,,,
GEMAROMA,Gem Aromatics Ltd,2025-08-26,325,325.0,0.0,191.72999572753903,,,,-41.00615516075722,,,,-65.19726271083348,,,,25424.650390625,,,,24712.05078125,2.8836117879608647,-43.88976694871808,,,,,,,5.850375745358383,-71.04763845619186,,,,,,
SHREEJISPG,Shreeji Shipping G...,2025-08-26,252,271.85,7.876984126984136,399.0996398925781,,,,46.808769502511716,,,,115.52814802841613,,,,25424.650390625,,,,24712.05078125,2.8836117879608647,43.92515771455085,,,,,,,5.850375745358383,109.67777228305775,,,,,,
PATELRMART,Patel Retail Ltd,2025-08-26,255,305.0,19.607843137254903,179.0399932861328,,,,-41.298362857005635,,,,-65.54117796732224,,,,25424.650390625,,,,24712.05078125,2.8836117879608647,-44.1819746449665,,,,,,,5.850375745358383,-71.39155371268062,,,,,,
VIKRAMSOLR,Vikram Solar Ltd,2025-08-26,332,340.0,2.4096385542168677,185.38999938964844,,,,-45.47352959127987,,,,-70.26864024766968,,,,25424.650390625,,,,24712.05078125,2.8836117879608647,-48.35714137924074,,,,,,,5.850375745358383,-76.11901599302806,,,,,,
REGAAL,Regaal Resources L...,2025-08-20,102,141.8,39.019607843137265,61.09999847412109,,,,-56.911143530239,,,,-81.43350448128336,,,,25819.349609375,,,,25050.55078125,3.0689897193814817,-59.980133249620486,,,,,,,6.2321664177396485,-87.66567089902301,,,,,,
BLUESTONE,Bluestone Jeweller...,2025-08-19,517,508.8,-1.5860735009671156,406.2000122070313,,,,-20.16509194044196,,,,-36.263874551219146,,,,25725.400390625,,,,24980.650390625,2.981307485410779,-23.14639942585274,,,,,,,6.05149691404725,-42.315371465266395,,,,,,
JSWCEMENT,JSW Cement Ltd,2025-08-14,147,153.0,4.081632653061225,119.6500015258789,,,,-21.797384623608558,,,,-38.84350948292186,,,,25807.19921875,,,,24631.30078125,4.7740005610874,-26.571385184695956,,,,,,,9.77591193574745,-48.61942141866931,,,,,,
ALLTIME,All Time Plastics ...,2025-08-14,275,314.3,14.290909090909096,263.7099914550781,,,,-16.09608926023604,,,,-29.601337625737234,,,,25807.19921875,,,,24631.30078125,4.7740005610874,-20.87008982132344,,,,,,,9.77591193574745,-39.37724956148468,,,,,,
HILINFRA,Highway Infrastruc...,2025-08-12,70,117.0,67.14285714285714,55.90999984741211,,,,-52.213675344092216,,,,-77.1646717588018,,,,25935.150390625,,,,24487.400390625,5.912224151626446,-58.12589949571866,,,,,,,12.173992247443643,-89.33866400624544,,,,,,
MBEL,M & B Engineering Ltd,2025-08-06,385,386.0,0.2597402597402597,356.6000061035156,,,,-7.616578729659164,,,,-14.653034743867366,,,,25776.0,,,,24574.19921875,4.89049824391849,-12.507076973577654,,,,,,,10.020166218574689,-24.673200962442053,,,,,,
LOTUSDEV,Sri Lotus Developers & Realty Ltd,2025-08-06,150,179.1,19.399999999999995,152.33999633789062,,,,-14.94137557906721,,,,-27.650304116186952,,,,25776.0,,,,24574.19921875,4.89049824391849,-19.8318738229857,,,,,,,10.020166218574689,-37.67047033476164,,,,,,
CPPLUS,Aditya Infotech Ltd,2025-08-05,675,1018.0,50.81481481481481,1489.4000244140625,,,,46.30648569882736,,,,114.05587757541173,,,,25727.55078125,,,,24649.55078125,4.373304850731782,41.933180848095574,,,,,,,8.937867654637888,105.11800992077384,,,,,,
LAXMIINDIA,Laxmi India Finance Ltd,2025-08-05,158,136.0,-13.924050632911392,95.33000183105467,,,,-29.904410418342152,,,,-50.86608321199779,,,,25727.55078125,,,,24649.55078125,4.373304850731782,-34.27771526907394,,,,,,,8.937867654637888,-59.803950866635674,,,,,,
SHANTIGOLD,Shanti Gold International Ltd,2025-08-01,199,229.1,15.125628140703515,204.8999938964844,,,,-10.563075558060058,,,,-20.010365463667245,,,,25320.650390625,,,,24565.349609375,3.074659197855465,-13.637734755915524,,,,,,,6.243853687540479,-26.254219151207725,,,,,,
BRIGHOTEL,Brigade Hotel Ventures Limited,2025-07-31,90,82.0,-8.88888888888889,58.93000030517578,,,,-28.13414596929783,,,,-48.35299024437809,,,,25418.900390625,,,,24768.349609375,2.6265406920926284,-30.76068666139046,,,,,,,5.32206854425743,-53.675058788635525,,,,,,
EBGNG,GNG Electronics Limited,2025-07-30,237,350.0,47.67932489451477,252.3999938964844,,,,-27.885716029575885,,,,-47.99530047433031,,,,25342.75,,,,24855.05078125,1.9621734956096228,-29.847889525185508,,,,,,,3.9628482394879816,-51.95814871381829,,,,,,
INDIQUBE,Indiqube Spaces Limited,2025-07-30,237,218.7,-7.721518987341777,179.77000427246094,,,,-17.800638192747623,,,,-32.432649184804184,,,,25342.75,,,,24855.05078125,1.9621734956096228,-19.762811688357246,,,,,,,3.9628482394879816,-36.39549742429217,,,,,,
ANTHEM,Anthem Biosciences Limited,2025-07-21,570,723.1,26.85964912280702,615.0464477539062,,,,-14.943099467029977,,,,-27.653236717244432,,,,25585.5,,,,25090.69921875,1.9720485943263026,-16.91514806135628,,,,,,,3.982986945236422,-31.636223662480855,,,,,,
SMARTWORKS,Smartworks Coworking Limited,2025-07-17,407,436.1,7.149877149877155,462.2000122070313,,,,5.984868655590755,,,,12.327923839428244,,,,25694.349609375,,,,25111.44921875,2.3212534869941512,3.6636151685966034,,,,,,,4.696389151497127,7.631534687931118,,,,,,
TRAVELFOOD,Travel Food Services Limited,2025-07-14,1100,1126.2,2.381818181818186,1147.4000244140625,,,,1.8824386799913384,,,,3.8003131138219626,,,,25790.25,,,,25082.30078125,2.8225051000074908,-0.9400664200161524,,,,,,,5.724675550410674,-1.9243624365887113,,,,,,
CRIZAC,Crizac Limited,2025-07-09,245,280.0,14.285714285714285,267.0649719238281,,,,-4.619652884347098,,,,-9.025893840975641,,,,26140.75,,,,25476.099609375,2.6089173806669135,-7.228570265014012,,,,,,,5.2858992603252775,-14.311793101300918,,,,,,
IGCL,Indogulf Cropsciences Limited,2025-07-03,111,111.0,0.0,82.47000122070312,59.560001373291016,,,-25.70270160297016,-46.342341105143234,,,-44.79911450902707,-46.34234110514323,,,26146.55078125,23946.25,,,25405.30078125,2.917698185833204,-28.62039978880336,-5.743095875199519,-40.59924522994371,,,,,5.920525998702564,-50.719640507729636,-5.743095875199522,-40.599245229943705,,,,
HDBFS,HDB Financial Services Limited,2025-07-02,740,835.0,12.837837837837837,763.3699951171875,752.25,,,-8.57844369854042,-9.910179640718562,,,-16.420990434190553,-9.910179640718564,,,26129.599609375,23946.25,,,25453.400390625,2.6566164377748827,-11.235060136315303,-5.921214326947506,-3.9889653137710557,,,,,5.38380898452433,-21.804799418714882,-5.92121432694751,-3.988965313771054,,,,
SAMBHV,Sambhv Steel Tubes Limited,2025-07-02,82,110.1,34.26829268292682,96.05999755859376,110.5500030517578,,,-12.752045814174599,0.4087221178544995,,,-23.877944903881108,0.40872211785449863,,,26129.599609375,23946.25,,,25453.400390625,2.6566164377748827,-15.408662251949481,-5.921214326947506,6.329936444802006,,,,,5.38380898452433,-29.261753888405437,-5.92121432694751,6.329936444802009,,,,
GLOBECIVIL,Globe Civil Projects Limited,2025-07-01,71,91.1,28.30985915492957,59.79999923706055,42.95000076293945,,,-34.35784935558666,-52.85400574869434,,,-56.91108058776146,-52.85400574869434,,,25938.849609375,23946.25,,,25541.80078125,1.5545060096799044,-35.91235536526656,-6.246821807573094,-46.60718394112125,,,,,3.1331769087011185,-60.04425749646258,-6.2468218075731,-46.60718394112124,,,,
KALPATARU,Kalpataru Limited,2025-07-01,414,414.1,0.024154589371986168,337.29998779296875,304.29998779296875,,,-18.546247816235514,-26.515337408121532,,,-33.65286255185883,-26.515337408121532,,,25938.849609375,23946.25,,,25541.80078125,1.5545060096799044,-20.10075382591542,-6.246821807573094,-20.268515600548437,,,,,3.1331769087011185,-36.78603946055995,-6.2468218075731,-20.268515600548433,,,,
ELLEN,Ellenbarrie Industrial Gases Limited,2025-07-01,400,492.0,23.0,343.3999938964844,261.70001220703125,,,-30.203253273072285,-46.808940608326985,,,-51.28414146337106,-46.80894060832698,,,25938.849609375,23946.25,,,25541.80078125,1.5545060096799044,-31.75775928275219,-6.246821807573094,-40.56211880075389,,,,,3.1331769087011185,-54.417318372072174,-6.2468218075731,-40.56211880075388,,,,
ARIS,Arisinfra Solutions Limited,2025-06-25,222,209.1,-5.810810810810813,138.11000061035156,114.23999786376952,,,-33.95026274014751,-45.36585468016761,,,-56.37432207904454,-45.365854680167615,,,26142.099609375,24056.0,,,25244.75,3.5545989141306604,-37.504861654278166,-4.708899870270057,-40.65695480989755,,,,,7.2355495626647,-63.60987164170924,-4.708899870270056,-40.656954809897556,,,,
OSWALPUMPS,Oswal Pumps Limited,2025-06-20,614,632.0,2.9315960912052117,532.25,422.8999938964844,,,-15.783227848101266,-33.08544400372082,,,-29.07535288315174,-33.08544400372083,,,25966.400390625,24013.099609375,,,25112.400390625,3.40071035311629,-19.183938201217558,-4.377521718952812,-28.70792228476801,,,,,6.9170690152905,-35.99242189844224,-4.377521718952815,-28.707922284768017,,,,
SCODATUBES,Scoda Tubes Limited,2025-06-04,140,140.0,0.0,164.8699951171875,122.87000274658205,,,17.7642822265625,-12.235712323869967,,,38.68426168337464,-12.235712323869963,,,25986.0,23416.55078125,,,24620.19921875,5.547480623998555,12.216801602563944,-4.888865548185076,-7.346846775684891,,,,,11.402706660733486,27.281555022641157,-4.888865548185073,-7.34684677568489,,,,
PROSTARM,Prostarm Info Systems Limited,2025-06-03,105,125.0,19.047619047619047,193.9600067138672,137.92999267578125,,,55.168005371093756,10.343994140625,,,140.77109890843778,10.34399414062499,,,26032.19921875,23405.599609375,,,24542.5,6.069875598451666,49.09812977264209,-4.632374006824896,14.976368147449897,,,,,12.508185094710122,128.26291381372766,-4.632374006824891,14.97636814744988,,,,
AEGISVOPAK,Aegis Vopak Terminals Limited,2025-06-02,235,220.0,-6.382978723404255,272.95001220703125,195.41000366210935,,,24.068187366832387,-11.177271062677569,,,53.92915116491426,-11.177271062677574,,,26175.75,23483.55078125,,,24716.599609375,5.903524002838743,18.164663363993643,-4.988747835917142,-6.188523226760427,,,,,12.15556396219839,41.77358720271587,-4.98874783591714,-6.188523226760434,,,,
THELEELA,Schloss Bangalore Limited,2025-06-02,435,406.5,-6.551724137931035,416.75,409.4500122070313,,,2.5215252152521526,0.7257102600323019,,,5.106631324615818,0.7257102600322973,,,26175.75,23483.55078125,,,24716.599609375,5.903524002838743,-3.38199878758659,-4.988747835917142,5.7144580959494435,,,,,12.15556396219839,-7.048932637582571,-4.98874783591714,5.714458095949437,,,,
BELRISE,Belrise Industries Limited,2025-05-28,90,98.5,9.444444444444445,158.92999267578125,218.1300048828125,,,61.350246371351524,121.45178160691626,,,160.33902004095833,121.45178160691623,,,26205.30078125,23547.75,,,24752.44921875,5.869526484673944,55.480719886677576,-4.866989961694132,126.31877156861039,,,,,12.083566380890765,148.25545366006756,-4.866989961694134,126.31877156861036,,,,
